Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.84, 0.185, 18.1818, 50, 50, 0
Numerical Parameters: NX, NY, ts, delta = 501, 501, 0.8, 0.001 
File written: Tue Apr 16 22:23:16 2024
Comments: 2D 





Ascii values of u and v follow
0 2.42925e-07
0 2.31185e-07
0 2.20053e-07
0 2.09495e-07
0 1.99481e-07
0 1.89982e-07
0 1.80968e-07
0 1.72416e-07
0 1.64299e-07
0 1.56596e-07
0 1.49283e-07
0 1.4234e-07
0 1.35747e-07
0 1.29486e-07
0 1.23538e-07
0 1.17889e-07
0 1.12522e-07
0 1.07421e-07
0 1.02573e-07
0 9.79651e-08
0 9.35843e-08
0 8.94193e-08
0 8.54579e-08
0 8.16903e-08
0 7.81061e-08
0 7.46961e-08
0 7.14514e-08
0 6.83628e-08
0 6.54231e-08
0 6.26242e-08
0 5.99591e-08
0 5.74207e-08
0 5.50031e-08
0 5.26996e-08
0 5.05048e-08
0 4.84129e-08
0 4.64192e-08
0 4.45184e-08
0 4.27057e-08
0 4.0977e-08
0 3.93279e-08
0 3.77549e-08
0 3.62535e-08
0 3.48207e-08
0 3.34531e-08
0 3.21472e-08
0 3.09002e-08
0 2.97091e-08
0 2.85712e-08
0 2.74839e-08
0 2.64447e-08
0 2.54515e-08
0 2.45019e-08
0 2.35936e-08
0 2.2725e-08
0 2.18941e-08
0 2.10988e-08
0 2.03378e-08
0 1.96094e-08
0 1.89119e-08
0 1.8244e-08
0 1.76041e-08
0 1.69913e-08
0 1.64038e-08
0 1.58409e-08
0 1.53013e-08
0 1.47837e-08
0 1.42874e-08
0 1.38113e-08
0 1.33546e-08
0 1.29162e-08
0 1.24954e-08
0 1.20916e-08
0 1.17037e-08
0 1.13312e-08
0 1.09733e-08
0 1.06295e-08
0 1.02991e-08
0 9.98149e-09
0 9.67615e-09
0 9.38255e-09
0 9.10018e-09
0 8.82855e-09
0 8.56722e-09
0 8.31571e-09
0 8.07361e-09
0 7.84058e-09
0 7.6162e-09
0 7.40009e-09
0 7.19192e-09
0 6.99142e-09
0 6.79819e-09
0 6.61199e-09
0 6.43248e-09
0 6.25944e-09
0 6.09256e-09
0 5.93166e-09
0 5.77646e-09
0 5.62673e-09
0 5.48225e-09
0 5.34284e-09
0 5.20827e-09
0 5.07837e-09
0 4.95296e-09
0 4.83185e-09
0 4.71494e-09
0 4.60197e-09
0 4.49286e-09
0 4.38745e-09
0 4.2856e-09
0 4.18718e-09
0 4.09203e-09
0 4.00008e-09
0 3.91119e-09
0 3.82524e-09
0 3.74215e-09
0 3.6618e-09
0 3.5841e-09
0 3.50893e-09
